Accession,ID,Assay name,Assay title,Target of assay,Target gene symbol,Biosample summary,Biosample term name,Description,Lab,Project,Status,Files,Related series,Biosample accession,Biological replicate,Technical replicate,Linked antibody,Organism,Life stage,Biosample age,Biosample treatment,Biosample treatment ontology ID,Biosample treatment concentration,Biosample treatment concentration units,Biosample treatment duration,Biosample treatment duration units,Synchronization,Post-synchronization time,Post-synchronization time units,Replicates,Perturbed,Biosample type,Tissue/cell types
ENCSR000EMK,/experiments/ENCSR000EMK/,DNase-seq,DNase-seq,NA,NA,hematopoietic multipotent progenitor cell,hematopoietic multipotent progenitor cell,DNase-seq on human CD34+ (Mobilized),"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF000AEQ/,/files/ENCFF001CQL/,/files/ENCFF001CQM/,/files/ENCFF001CQN/,/files/ENCFF001CQQ/,/files/ENCFF001CQS/,/files/ENCFF001SQE/,/files/ENCFF001WER/,/files/ENCFF001WES/,/files/ENCFF001CQP/,/files/ENCFF001CQO/,/files/ENCFF378FCS/,/files/ENCFF781YQO/,/files/ENCFF963VPW/,/files/ENCFF737UHL/,/files/ENCFF691KQQ/,/files/ENCFF656SRF/,/files/ENCFF428ENG/,/files/ENCFF570PDT/,/files/ENCFF356YDW/,/files/ENCFF201HVE/,/files/ENCFF950BXT/,/files/ENCFF242IHF/,/files/ENCFF450GDI/,/files/ENCFF578QOB/,/files/ENCFF013RIV/,/files/ENCFF997TZH/,/files/ENCFF309AZS/,/files/ENCFF212FJL/,/files/ENCFF189ICW/,/files/ENCFF942XLQ/,/files/ENCFF663MDB/,/files/ENCFF032QSH/,/files/ENCFF383AUD/,/files/ENCFF274MGW/,/files/ENCFF777BSO/,/files/ENCFF881PDY/,/files/ENCFF721FTM/,/files/ENCFF004LCS/,/files/ENCFF445IFK/,/files/ENCFF113IQU/,/files/ENCFF157SRM/,/files/ENCFF891CNG/,/files/ENCFF212AVI/,/files/ENCFF213GRT/,/files/ENCFF207FYR/,/files/ENCFF653NSH/",NA,ENCBS485ENC,1,1,NA,Homo sapiens,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/a48a8a95-219a-4733-95e9-750b16b5e303/,FALSE,in vitro differentiated cells,Hematopoietic progenitor cells
ENCSR000EML,/experiments/ENCSR000EML/,DNase-seq,DNase-seq,NA,NA,"naive thymus-derived CD4-positive, alpha-beta T cell male adult (26 years)","naive thymus-derived CD4-positive, alpha-beta T cell",DNase-seq and DGF on human CD4+ Naive (Wb11970640),"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF561XUE/,/files/ENCFF364IHU/,/files/ENCFF935LIY/,/files/ENCFF631GAR/,/files/ENCFF317UIC/,/files/ENCFF219ZTS/,/files/ENCFF815ZJW/,/files/ENCFF602XCK/,/files/ENCFF088SSV/,/files/ENCFF428SGF/,/files/ENCFF420HAW/,/files/ENCFF676WFC/,/files/ENCFF522AWD/,/files/ENCFF753ETN/,/files/ENCFF168SXR/,/files/ENCFF897UKQ/,/files/ENCFF488PYC/,/files/ENCFF720GCO/,/files/ENCFF767GJY/,/files/ENCFF906HJJ/,/files/ENCFF138MTV/,/files/ENCFF565HOQ/,/files/ENCFF605NEK/,/files/ENCFF181OFF/,/files/ENCFF966TOR/,/files/ENCFF514GTB/,/files/ENCFF393IXV/,/files/ENCFF581SGL/",NA,ENCBS119AAA,1,13,NA,Homo sapiens,adult,26 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/d09770fa-3b4a-4c54-a991-2baed1f64854/,/replicates/de1ee1de-c5c1-44a1-a3e6-e47dc660c118/",FALSE,primary cell,T cells
ENCSR000EMN,/experiments/ENCSR000EMN/,DNase-seq,DNase-seq,NA,NA,CMK,CMK,DNase-seq on human CMK,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF000AER/,/files/ENCFF001CRB/,/files/ENCFF001CRC/,/files/ENCFF001CRD/,/files/ENCFF001CRE/,/files/ENCFF001CTC/,/files/ENCFF001SQF/,/files/ENCFF001WEX/,/files/ENCFF001WEY/,/files/ENCFF821RQW/,/files/ENCFF085HRE/,/files/ENCFF273GJR/,/files/ENCFF480YJS/,/files/ENCFF098GZG/,/files/ENCFF720ZOF/,/files/ENCFF987YQB/,/files/ENCFF437IAA/,/files/ENCFF480FRH/,/files/ENCFF261CJL/,/files/ENCFF401FMA/,/files/ENCFF458EUQ/,/files/ENCFF192CCZ/,/files/ENCFF889NZL/,/files/ENCFF249NMX/,/files/ENCFF718CBW/,/files/ENCFF944LUI/,/files/ENCFF756MSQ/,/files/ENCFF515RQJ/,/files/ENCFF013WHM/,/files/ENCFF738RWK/,/files/ENCFF181UUH/,/files/ENCFF151QCL/,/files/ENCFF391HDR/,/files/ENCFF306TKW/,/files/ENCFF627XHX/,/files/ENCFF089WYE/,/files/ENCFF152REJ/,/files/ENCFF998SNZ/,/files/ENCFF012HAO/,/files/ENCFF962VFD/,/files/ENCFF032XFA/,/files/ENCFF117UTF/,/files/ENCFF451VQP/,/files/ENCFF060ZJD/,/files/ENCFF097YNO/",NA,ENCBS071ENC,1,1,NA,Homo sapiens,child,10 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/ee7ad6ef-4830-4238-b180-27b06314c8a9/,FALSE,cell line,Myeloid
ENCSR000EMO,/experiments/ENCSR000EMO/,DNase-seq,DNase-seq,NA,NA,GM04503,GM04503,UW human GM04503 DNase-seq,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF001CRF/,/files/ENCFF001CRG/,/files/ENCFF001CRH/,/files/ENCFF001CRI/,/files/ENCFF001CRJ/,/files/ENCFF001CRK/,/files/ENCFF001CRL/,/files/ENCFF001CRW/,/files/ENCFF001CRY/,/files/ENCFF001CRZ/,/files/ENCFF001WEZ/,/files/ENCFF001WFA/,/files/ENCFF001WFB/,/files/ENCFF001WFC/,/files/ENCFF001CRM/,/files/ENCFF001CRQ/,/files/ENCFF001CRN/,/files/ENCFF001CRV/,/files/ENCFF001CRT/,/files/ENCFF001CRU/,/files/ENCFF001CRO/,/files/ENCFF001CRS/,/files/ENCFF001CRP/,/files/ENCFF001CRR/,/files/ENCFF001CRX/,/files/ENCFF514UXL/,/files/ENCFF744YDD/,/files/ENCFF349BOE/,/files/ENCFF384AUT/,/files/ENCFF603NNP/,/files/ENCFF837KNH/,/files/ENCFF561FPB/,/files/ENCFF080DCC/,/files/ENCFF834QAI/,/files/ENCFF817YMK/,/files/ENCFF118JFG/,/files/ENCFF452WOT/,/files/ENCFF943CSU/,/files/ENCFF279KTM/,/files/ENCFF677GXQ/,/files/ENCFF649ZTI/,/files/ENCFF553BZD/,/files/ENCFF408KJN/,/files/ENCFF582RCN/,/files/ENCFF705ZLS/,/files/ENCFF579FOS/,/files/ENCFF753DOT/,/files/ENCFF276WDW/,/files/ENCFF173MOP/,/files/ENCFF942PLS/,/files/ENCFF614FUZ/,/files/ENCFF303LUK/,/files/ENCFF085HAF/,/files/ENCFF679GEU/,/files/ENCFF322SVZ/,/files/ENCFF514PDU/,/files/ENCFF794VJH/,/files/ENCFF138GJY/,/files/ENCFF704KXF/,/files/ENCFF937KCP/,/files/ENCFF757SFQ/,/files/ENCFF478WBO/,/files/ENCFF230WJT/,/files/ENCFF677GTW/,/files/ENCFF071DXU/,/files/ENCFF413SBI/,/files/ENCFF911DJA/,/files/ENCFF583OSU/,/files/ENCFF946UOF/,/files/ENCFF079AFH/,/files/ENCFF171BUA/,/files/ENCFF934KRD/,/files/ENCFF671POX/,/files/ENCFF678IQY/,/files/ENCFF481GVS/,/files/ENCFF461TKA/,/files/ENCFF670APW/,/files/ENCFF710PQN/,/files/ENCFF594ZEM/,/files/ENCFF141DVO/,/files/ENCFF290QLY/,/files/ENCFF758NUN/,/files/ENCFF923MTX/,/files/ENCFF042EXX/,/files/ENCFF961XXJ/,/files/ENCFF112IGE/,/files/ENCFF737NDN/,/files/ENCFF598JLC/,/files/ENCFF236WHB/,/files/ENCFF366DZU/,/files/ENCFF432HVV/,/files/ENCFF387ZSN/,/files/ENCFF372VDC/,/files/ENCFF161TKP/,/files/ENCFF847GHG/,/files/ENCFF542QQW/,/files/ENCFF250MFI/",NA,"ENCBS339GFS,ENCBS015ENC",21,1,NA,Homo sapiens,adult,31 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/7b77a3dd-3d5d-4d6d-82cf-2efd1882c35b/,/replicates/91df4e1d-ed06-48db-96c2-b5e54fece27d/",FALSE,cell line,Skin
ENCSR000EMP,/experiments/ENCSR000EMP/,DNase-seq,DNase-seq,NA,NA,GM04504,GM04504,UW human GM04504 DNase-seq and DGF,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF001CSB/,/files/ENCFF001CSC/,/files/ENCFF001CSD/,/files/ENCFF001CSE/,/files/ENCFF001CSF/,/files/ENCFF001CSG/,/files/ENCFF001CSH/,/files/ENCFF001CSR/,/files/ENCFF001CTA/,/files/ENCFF001CTB/,/files/ENCFF001WFD/,/files/ENCFF001WFE/,/files/ENCFF001WFF/,/files/ENCFF001WFG/,/files/ENCFF001CSM/,/files/ENCFF001CSS/,/files/ENCFF001CSU/,/files/ENCFF001CSL/,/files/ENCFF001CSI/,/files/ENCFF001CSJ/,/files/ENCFF001CSK/,/files/ENCFF001CSN/,/files/ENCFF001CSO/,/files/ENCFF001CST/,/files/ENCFF001CSW/,/files/ENCFF001CSV/,/files/ENCFF001CSX/,/files/ENCFF001CSY/,/files/ENCFF001CSP/,/files/ENCFF001CSZ/,/files/ENCFF133QHJ/,/files/ENCFF222VYF/,/files/ENCFF215UNX/,/files/ENCFF015JJR/,/files/ENCFF108MZD/,/files/ENCFF928MMQ/,/files/ENCFF245FIW/,/files/ENCFF291QRC/,/files/ENCFF913CLC/,/files/ENCFF911TXH/,/files/ENCFF343EPR/,/files/ENCFF426WFY/,/files/ENCFF486BHM/,/files/ENCFF616BFR/,/files/ENCFF837CLS/,/files/ENCFF541BLJ/,/files/ENCFF638EMV/,/files/ENCFF287SCA/,/files/ENCFF323OTE/,/files/ENCFF768SJH/,/files/ENCFF032DAC/,/files/ENCFF470IEK/,/files/ENCFF470DCY/,/files/ENCFF203FWP/,/files/ENCFF971SVP/,/files/ENCFF627VIW/,/files/ENCFF654YHY/,/files/ENCFF909ZYC/,/files/ENCFF840FAS/,/files/ENCFF472VUP/,/files/ENCFF600SYS/,/files/ENCFF597SOP/,/files/ENCFF655GCE/,/files/ENCFF915PUP/,/files/ENCFF080DCH/,/files/ENCFF004CUQ/,/files/ENCFF979NYN/,/files/ENCFF259GDS/,/files/ENCFF929FJA/,/files/ENCFF042KFX/,/files/ENCFF368FLX/,/files/ENCFF782GEE/,/files/ENCFF996GQP/,/files/ENCFF642VWA/,/files/ENCFF107THZ/,/files/ENCFF262GED/,/files/ENCFF602PIH/,/files/ENCFF042BTR/,/files/ENCFF318LHF/,/files/ENCFF468OBJ/,/files/ENCFF700AJI/,/files/ENCFF104CWL/,/files/ENCFF614VMT/,/files/ENCFF433DPY/,/files/ENCFF909CDZ/,/files/ENCFF748JMP/,/files/ENCFF056IHT/,/files/ENCFF544TOD/,/files/ENCFF620PEA/,/files/ENCFF577LQK/,/files/ENCFF228HOM/,/files/ENCFF936VAB/,/files/ENCFF485PFS/,/files/ENCFF679WEK/,/files/ENCFF863VIR/,/files/ENCFF805UWW/,/files/ENCFF206DGH/,/files/ENCFF593AUA/,/files/ENCFF277JKW/,/files/ENCFF163ZHA/,/files/ENCFF387VJG/,/files/ENCFF210JHA/",NA,"ENCBS016ENC,ENCBS388KHM",12,1,NA,Homo sapiens,adult,31 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/285903d9-a307-4b1d-8b25-69845ec92810/,/replicates/fa1e0e6c-7d34-4f82-abef-7db64e5d5f5c/",FALSE,cell line,Skin
ENCSR000EMQ,/experiments/ENCSR000EMQ/,DNase-seq,DNase-seq,NA,NA,GM06990,GM06990,DNase-seq and DGF on human GM06990,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF000AES/,/files/ENCFF001ATN/,/files/ENCFF001ATO/,/files/ENCFF001ATP/,/files/ENCFF001ATQ/,/files/ENCFF001ATR/,/files/ENCFF001AVI/,/files/ENCFF001CTF/,/files/ENCFF001CTH/,/files/ENCFF001CTI/,/files/ENCFF001CTK/,/files/ENCFF001CTW/,/files/ENCFF001SQG/,/files/ENCFF001VYZ/,/files/ENCFF001VZA/,/files/ENCFF001WFI/,/files/ENCFF001WFK/,/files/ENCFF001CTD/,/files/ENCFF001CTE/,/files/ENCFF001CTG/,/files/ENCFF001CTJ/,/files/ENCFF001CTV/,/files/ENCFF001WFH/,/files/ENCFF001WFJ/,/files/ENCFF493JGO/,/files/ENCFF604AWF/,/files/ENCFF509SBK/,/files/ENCFF373UZD/,/files/ENCFF206GTX/,/files/ENCFF593YOY/,/files/ENCFF461QJJ/,/files/ENCFF778RUN/,/files/ENCFF611DUL/,/files/ENCFF283XIN/,/files/ENCFF494GJN/,/files/ENCFF642TYE/,/files/ENCFF592PIH/,/files/ENCFF013VAN/,/files/ENCFF693WNH/,/files/ENCFF234TSU/,/files/ENCFF059JPY/,/files/ENCFF735IVN/,/files/ENCFF781AEX/,/files/ENCFF464DTT/,/files/ENCFF414HVK/,/files/ENCFF668YQI/,/files/ENCFF043DMN/,/files/ENCFF103CMQ/,/files/ENCFF460PMB/,/files/ENCFF654LQL/,/files/ENCFF623VSU/,/files/ENCFF262TSY/,/files/ENCFF051OCT/,/files/ENCFF863LXW/,/files/ENCFF764HFW/,/files/ENCFF861XMO/,/files/ENCFF926EJI/,/files/ENCFF094ZRB/,/files/ENCFF917GVI/,/files/ENCFF881RMT/,/files/ENCFF811YPN/,/files/ENCFF609XGK/,/files/ENCFF617HEH/,/files/ENCFF146SXL/,/files/ENCFF718KGA/,/files/ENCFF592UEF/,/files/ENCFF439HBY/,/files/ENCFF517EYN/,/files/ENCFF846RBM/,/files/ENCFF955UZX/,/files/ENCFF756BEU/,/files/ENCFF815DFN/,/files/ENCFF582JWR/,/files/ENCFF021EXY/,/files/ENCFF652NDY/,/files/ENCFF055YVL/,/files/ENCFF529JFV/,/files/ENCFF709PEX/,/files/ENCFF816SBX/,/files/ENCFF601KZF/,/files/ENCFF876ZTR/,/files/ENCFF814TWF/,/files/ENCFF170CVE/,/files/ENCFF985OCG/,/files/ENCFF150HIU/,/files/ENCFF723JBY/,/files/ENCFF825VXW/,/files/ENCFF983CTQ/,/files/ENCFF795JZY/",/reference-epigenomes/ENCSR514SGN/,"ENCBS414HDG,ENCBS057ENC",21,1,NA,Homo sapiens,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/3fe87485-39a3-4699-b9c9-7a6b7041ce0d/,/replicates/43ae4ffc-5489-4bdc-b93b-0cfa06e4b6f8/",FALSE,cell line,B cells
ENCSR000EMR,/experiments/ENCSR000EMR/,DNase-seq,DNase-seq,NA,NA,GM12864,GM12864,DNase-seq on human GM12864,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF000AET/,/files/ENCFF001CTL/,/files/ENCFF001CTM/,/files/ENCFF001CTN/,/files/ENCFF001CTO/,/files/ENCFF001CUA/,/files/ENCFF001SQH/,/files/ENCFF001WFL/,/files/ENCFF001WFM/,/files/ENCFF731GHZ/,/files/ENCFF667YYX/,/files/ENCFF355GZH/,/files/ENCFF185MOE/,/files/ENCFF901VEU/,/files/ENCFF185DJI/,/files/ENCFF372BBC/,/files/ENCFF097IKA/,/files/ENCFF612BKN/,/files/ENCFF060LNY/,/files/ENCFF640VIS/,/files/ENCFF140PFU/,/files/ENCFF847BDK/,/files/ENCFF055NIS/,/files/ENCFF292YVE/,/files/ENCFF212CXJ/,/files/ENCFF970JKT/,/files/ENCFF366UFD/,/files/ENCFF527KGL/,/files/ENCFF942PVS/,/files/ENCFF383ZCC/,/files/ENCFF796FLJ/,/files/ENCFF316LPW/,/files/ENCFF709TDR/,/files/ENCFF220UFL/,/files/ENCFF094OQQ/,/files/ENCFF409ENF/,/files/ENCFF430UZN/,/files/ENCFF078YXW/,/files/ENCFF635RXF/,/files/ENCFF178VHK/,/files/ENCFF796CVO/,/files/ENCFF605UBO/,/files/ENCFF359GYW/,/files/ENCFF435EAG/,/files/ENCFF284XMQ/",NA,ENCBS208AAA,1,1,NA,Homo sapiens,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/dd68a37c-0f01-47e2-91e6-efa7522e096c/,FALSE,cell line,B cells
ENCSR000EMS,/experiments/ENCSR000EMS/,DNase-seq,DNase-seq,NA,NA,GM12865,GM12865,DNase-seq and DGF on human GM12865,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF000AEU/,/files/ENCFF001ATS/,/files/ENCFF001ATT/,/files/ENCFF001ATU/,/files/ENCFF001ATV/,/files/ENCFF001ATW/,/files/ENCFF001AUW/,/files/ENCFF001AVA/,/files/ENCFF001CTR/,/files/ENCFF001CTS/,/files/ENCFF001CTU/,/files/ENCFF001CTY/,/files/ENCFF001CUC/,/files/ENCFF001SQI/,/files/ENCFF001VZB/,/files/ENCFF001VZC/,/files/ENCFF001WFO/,/files/ENCFF001WFQ/,/files/ENCFF001CTP/,/files/ENCFF001CTQ/,/files/ENCFF001CTT/,/files/ENCFF001CTX/,/files/ENCFF001CUB/,/files/ENCFF001WFN/,/files/ENCFF001WFP/,/files/ENCFF001ATX/,/files/ENCFF638ICD/,/files/ENCFF101BUG/,/files/ENCFF076BVP/,/files/ENCFF464ZTZ/,/files/ENCFF923PXN/,/files/ENCFF427FEF/,/files/ENCFF453PKP/,/files/ENCFF960KUW/,/files/ENCFF462BLX/,/files/ENCFF686WRG/,/files/ENCFF201CIK/,/files/ENCFF923WIP/,/files/ENCFF525DQN/,/files/ENCFF165KQP/,/files/ENCFF846PYA/,/files/ENCFF912QJM/,/files/ENCFF028JLZ/,/files/ENCFF026VJK/,/files/ENCFF119PNC/,/files/ENCFF242QMU/,/files/ENCFF453SQU/,/files/ENCFF897EHI/,/files/ENCFF211ZBB/,/files/ENCFF149IXZ/,/files/ENCFF477AQH/,/files/ENCFF544ADS/,/files/ENCFF745COY/,/files/ENCFF725UEA/,/files/ENCFF511IWK/,/files/ENCFF084TRK/,/files/ENCFF339DCZ/,/files/ENCFF004PBJ/,/files/ENCFF525MTF/,/files/ENCFF929SDR/,/files/ENCFF272DNG/,/files/ENCFF620NKS/,/files/ENCFF644LSI/",NA,"ENCBS209AAA,ENCBS073XSW",12,1,NA,Homo sapiens,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/ccb38fe2-185b-42cf-9d6a-58398c494065/,/replicates/55037497-43e5-4fbe-b837-c02d18cbeec7/",FALSE,cell line,B cells
ENCSR000EMT,/experiments/ENCSR000EMT/,DNase-seq,DNase-seq,NA,NA,GM12878,GM12878,DNase-seq on human GM12878,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF001CTZ/,/files/ENCFF001CUD/,/files/ENCFF001CUE/,/files/ENCFF001CUF/,/files/ENCFF001CUG/,/files/ENCFF001CUH/,/files/ENCFF001CUI/,/files/ENCFF001CUJ/,/files/ENCFF001CUR/,/files/ENCFF001CWQ/,/files/ENCFF001WFR/,/files/ENCFF001WFS/,/files/ENCFF001WFT/,/files/ENCFF001WFU/,/files/ENCFF668AIW/,/files/ENCFF828AUX/,/files/ENCFF598KWZ/,/files/ENCFF773GRN/,/files/ENCFF934ZGV/,/files/ENCFF252WLQ/,/files/ENCFF452DZE/,/files/ENCFF073ORT/,/files/ENCFF963JXP/,/files/ENCFF285FMT/,/files/ENCFF589VWC/,/files/ENCFF491BOT/,/files/ENCFF097LEF/,/files/ENCFF566PVG/,/files/ENCFF395COD/,/files/ENCFF149PUC/,/files/ENCFF235KUD/,/files/ENCFF273MVV/,/files/ENCFF244QWW/,/files/ENCFF495GUR/,/files/ENCFF431SIT/,/files/ENCFF996CVE/,/files/ENCFF339EMO/,/files/ENCFF905ASU/,/files/ENCFF699GLX/,/files/ENCFF077ZRM/,/files/ENCFF468PBU/,/files/ENCFF442WAP/,/files/ENCFF419QKF/,/files/ENCFF975GGP/,/files/ENCFF184YKB/,/files/ENCFF037UXE/,/files/ENCFF506QNO/,/files/ENCFF445PZT/,/files/ENCFF448UVZ/,/files/ENCFF025RGB/,/files/ENCFF566BLY/,/files/ENCFF590NWM/,/files/ENCFF880HBL/,/files/ENCFF449OQT/,/files/ENCFF359HEF/,/files/ENCFF704SIU/,/files/ENCFF249SRO/,/files/ENCFF655JIE/,/files/ENCFF593WBR/,/files/ENCFF658WKQ/,/files/ENCFF915DFR/,/files/ENCFF743ULW/,/files/ENCFF809MXH/,/files/ENCFF469YSY/,/files/ENCFF743DBD/,/files/ENCFF342EGB/,/files/ENCFF998CFZ/,/files/ENCFF540IJA/,/files/ENCFF491GBR/,/files/ENCFF601QPP/,/files/ENCFF057JYL/,/files/ENCFF855ODQ/,/files/ENCFF775ZJX/,/files/ENCFF783ZLL/,/files/ENCFF901GZH/,/files/ENCFF264NMW/,/files/ENCFF265AKS/,/files/ENCFF653HTC/,/files/ENCFF589IUV/,/files/ENCFF744VQB/,/files/ENCFF016JIJ/,/files/ENCFF446AOW/,/files/ENCFF228UWM/,/files/ENCFF180VJO/,/files/ENCFF170ICJ/,/files/ENCFF161BIS/","/reference-epigenomes/ENCSR977QPF/,/reference-epigenomes/ENCSR447YYN/","ENCBS857VGC,ENCBS110ENC",21,1,NA,Homo sapiens,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/1f5dffc1-a5c1-41b2-9d39-2ffc3f11bebc/,/replicates/96040d83-d5a1-406e-b337-3a58dfe7bfd8/",FALSE,cell line,B cells
ENCSR000EMU,/experiments/ENCSR000EMU/,DNase-seq,DNase-seq,NA,NA,H1,H1,DNase-seq on human H1-hESC,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF001CUK/,/files/ENCFF001CUL/,/files/ENCFF001CUM/,/files/ENCFF001CUN/,/files/ENCFF001CVK/,/files/ENCFF001WFV/,/files/ENCFF001WFW/,/files/ENCFF632TRU/,/files/ENCFF655STT/,/files/ENCFF030XPN/,/files/ENCFF729QSY/,/files/ENCFF562JBT/,/files/ENCFF266FAD/,/files/ENCFF669QGV/,/files/ENCFF810YLL/,/files/ENCFF092OPI/,/files/ENCFF380VMA/,/files/ENCFF516KDE/,/files/ENCFF294YVG/,/files/ENCFF837NIC/,/files/ENCFF050KLL/,/files/ENCFF890FZX/,/files/ENCFF327PGS/,/files/ENCFF674MNA/,/files/ENCFF742AKX/,/files/ENCFF086IHE/,/files/ENCFF300GCE/,/files/ENCFF342ZPA/,/files/ENCFF589IOJ/,/files/ENCFF546PJU/,/files/ENCFF097QSA/,/files/ENCFF131HMO/,/files/ENCFF184VRJ/,/files/ENCFF144QXU/,/files/ENCFF409AQA/,/files/ENCFF923SKV/,/files/ENCFF450BWK/,/files/ENCFF935TUU/,/files/ENCFF771DML/,/files/ENCFF065XPI/,/files/ENCFF882WLG/,/files/ENCFF326BUG/,/files/ENCFF602RAY/",/reference-epigenomes/ENCSR820QMS/,ENCBS111ENC,1,1,NA,Homo sapiens,embryonic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/aae430da-03ac-4a00-954c-e02f1483a5c2/,FALSE,cell line,Germ
ENCSR000EMV,/experiments/ENCSR000EMV/,DNase-seq,DNase-seq,NA,NA,"cardiac myoblast originated from H7 treated with 10 ng/mL Bone morphogenetic protein 4 for 9 days, 5 ng/mL Fibroblast growth factor 2 for 9 days, 6 ng/mL Activin A for 9 days",cardiac myoblast,DNase-seq on human H7-hESC differentiated for 9 days,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF001CVZ/,/files/ENCFF001CWA/,/files/ENCFF001CWB/,/files/ENCFF001CWJ/,/files/ENCFF001CWO/,/files/ENCFF001WGH/,/files/ENCFF001WGI/,/files/ENCFF001CWE/,/files/ENCFF001CWH/,/files/ENCFF001CWI/,/files/ENCFF001CWF/,/files/ENCFF001CWC/,/files/ENCFF001CWG/,/files/ENCFF001CWD/,/files/ENCFF807HLB/,/files/ENCFF740PBC/,/files/ENCFF447FMT/,/files/ENCFF513MVQ/,/files/ENCFF138HXH/,/files/ENCFF451CQA/,/files/ENCFF652LBV/,/files/ENCFF132IUL/,/files/ENCFF509MVC/,/files/ENCFF388ADB/,/files/ENCFF168VSR/,/files/ENCFF571ITI/,/files/ENCFF088JUD/,/files/ENCFF417XTB/,/files/ENCFF206NMB/,/files/ENCFF830WRS/,/files/ENCFF230NQR/,/files/ENCFF124XCV/,/files/ENCFF447VXF/,/files/ENCFF876ULN/,/files/ENCFF977HUR/,/files/ENCFF335HUY/,/files/ENCFF720JEK/,/files/ENCFF554DWH/,/files/ENCFF927GRP/,/files/ENCFF397WEP/,/files/ENCFF573JSC/,/files/ENCFF099GDO/,/files/ENCFF106FBH/,/files/ENCFF832EJP/,/files/ENCFF949LHM/,/files/ENCFF528UQE/,/files/ENCFF915WJN/,/files/ENCFF014XLY/,/files/ENCFF176IQE/,/files/ENCFF308HXY/","/treatment-time-series/ENCSR167QXA/,/reference-epigenomes/ENCSR472YCH/",ENCBS297AAA,1,1,NA,Homo sapiens,embryonic,NA,"Bone morphogenetic protein 4,Fibroblast growth factor 2,Activin A","UniProtKB:P12644,UniProtKB:P09038,CHEBI:81351",NA,NA,9,day,NA,NA,NA,/replicates/40ed02b9-d1c1-44e8-a586-f68d405ac811/,TRUE,in vitro differentiated cells,Heart
